MetaboLightsID	ChEBIId	CompoundName	KEGGPathwaysMappings
MTBLC81035	CHEBI:81035	NS-5	Carbapenem biosynthesis; Biosynthesis of antibiotics
MTBLC81036	CHEBI:81036	Northienamycin	Carbapenem biosynthesis; Biosynthesis of antibiotics
MTBLC81040	CHEBI:81040	OA-6129 B1	Carbapenem biosynthesis; Biosynthesis of antibiotics
MTBLC81041	CHEBI:81041	OA-6129 B2	Carbapenem biosynthesis; Biosynthesis of antibiotics
MTBLC81044	CHEBI:81044	N-Acetylthienamycin	Carbapenem biosynthesis; Biosynthesis of antibiotics
MTBLC81061	CHEBI:81061	Epithienamycin F	Carbapenem biosynthesis; Biosynthesis of antibiotics
MTBLC81200	CHEBI:81200	(S)-Corytuberine	Isoquinoline alkaloid biosynthesis; Biosynthesis of secondary metabolites
MTBLC81253	CHEBI:81253	isolithocholic acid	Secondary bile acid biosynthesis
MTBLC81314	CHEBI:81314	Curcumin monoglucoside	Stilbenoid, diarylheptanoid and gingerol biosynthesis
MTBLC81315	CHEBI:81315	Curcumin diglucoside	Stilbenoid, diarylheptanoid and gingerol biosynthesis
MTBLC81318	CHEBI:81318	Dopaxanthin quinone	Betalain biosynthesis; Biosynthesis of secondary metabolites
MTBLC81401	CHEBI:81401	Phosphonoformyl-CMP	Phosphonate and phosphinate metabolism; Biosynthesis of antibiotics
MTBLC81414	CHEBI:81414	Demethylphosphinothricin	Phosphonate and phosphinate metabolism; Biosynthesis of antibiotics
MTBLC81419	CHEBI:81419	kasugamycin	Biosynthesis of antibiotics
MTBLC81461	CHEBI:81461	dTDP-4-dehydro-2,3,6-trideoxy-alpha-D-glucose	Polyketide sugar unit biosynthesis; Biosynthesis of antibiotics
MTBLC81462	CHEBI:81462	dTDP-4-amino-2,3,4,6-tetradeoxy-alpha-D-glucose	Polyketide sugar unit biosynthesis; Biosynthesis of antibiotics
MTBLC81463	CHEBI:81463	dTDP-alpha-D-forosamine	Polyketide sugar unit biosynthesis; Biosynthesis of antibiotics
MTBLC81544	CHEBI:81544	3-(1-hydroxyethyl)bacteriochlorophyllide a	Porphyrin and chlorophyll metabolism
MTBLC81545	CHEBI:81545	3-(1-hydroxyethyl)chlorophyllide a	Porphyrin and chlorophyll metabolism
MTBLC81546	CHEBI:81546	bacteriochlorophyllide a	Porphyrin and chlorophyll metabolism
MTBLC81548	CHEBI:81548	3-vinylbacteriochlorophyllide d	Porphyrin and chlorophyll metabolism
MTBLC81549	CHEBI:81549	17-Oxosparteine	Tropane, piperidine and pyridine alkaloid biosynthesis
MTBLC81581	CHEBI:81581	8-Methyl-6-nonenoic acid	Phenylalanine metabolism; Biosynthesis of alkaloids derived from shikimate pathway; Metabolic pathways; Biosynthesis of secondary metabolites
MTBLC81585	CHEBI:81585	cis-11-Methyl-2-dodecenoic acid	Two-component system
MTBLC81646	CHEBI:81646	Pretetramid	Tetracycline biosynthesis; Biosynthesis of type II polyketide products; Biosynthesis of antibiotics
MTBLC81647	CHEBI:81647	5a,11a-Dehydrooxytetracycline	Tetracycline biosynthesis; Biosynthesis of type II polyketide products; Biosynthesis of antibiotics
MTBLC81648	CHEBI:81648	Anhydrochlortetracycline	Tetracycline biosynthesis; Biosynthesis of type II polyketide products; Biosynthesis of antibiotics
MTBLC81649	CHEBI:81649	5a,11a-Dehydrochlortetracycline	Tetracycline biosynthesis; Biosynthesis of type II polyketide products; Biosynthesis of antibiotics
MTBLC81650	CHEBI:81650	4-Aminoanhydrochlortetracycline	Tetracycline biosynthesis; Biosynthesis of type II polyketide products; Biosynthesis of antibiotics
MTBLC81654	CHEBI:81654	3,5-Dichloro-2-methylmuconate	Toluene degradation; Microbial metabolism in diverse environments
MTBLC81659	CHEBI:81659	3,5-Dichloro-2-methylmuconolactone	Toluene degradation; Microbial metabolism in diverse environments
MTBLC81660	CHEBI:81660	3-Chloro-2-methyldienelactone	Toluene degradation; Microbial metabolism in diverse environments
MTBLC81661	CHEBI:81661	3-Chloro-2-methylmaleylacetate	Toluene degradation; Microbial metabolism in diverse environments
MTBLC81666	CHEBI:81666	4-methyl-5-nitrocatechol	Nitrotoluene degradation; Microbial metabolism in diverse environments; Degradation of aromatic compounds
MTBLC81669	CHEBI:81669	cis,cis-2,4-Dihydroxy-5-methyl-6-oxo-2,4-hexadienoate	Nitrotoluene degradation; Microbial metabolism in diverse environments
MTBLC81671	CHEBI:81671	(2Z,6Z,10Z,14Z,18Z,22Z,26Z,30Z,34E)-decaprenyl diphosphate	Terpenoid backbone biosynthesis
MTBLC81672	CHEBI:81672	(2S)-methylsuccinyl-CoA	Glyoxylate and dicarboxylate metabolism; Microbial metabolism in diverse environments; Carbon metabolism
MTBLC81873	CHEBI:81873	12-deoxynogalonic acid	Biosynthesis of type II polyketide products; Biosynthesis of antibiotics
MTBLC81874	CHEBI:81874	nogalaviketone	Biosynthesis of type II polyketide products; Biosynthesis of antibiotics
MTBLC81877	CHEBI:81877	epsilon-Rhodomycin T	Biosynthesis of type II polyketide products; Biosynthesis of antibiotics
MTBLC81878	CHEBI:81878	15-Demethoxy-epsilon-rhodomycin	Biosynthesis of type II polyketide products; Biosynthesis of antibiotics
MTBLC81879	CHEBI:81879	beta-Rhodomycin	Biosynthesis of type II polyketide products; Biosynthesis of antibiotics
MTBLC8217	CHEBI:8217	pinidine	Biosynthesis of alkaloids derived from terpenoid and polyketide
MTBLC83048	CHEBI:83048	4,4'-diaponeurosporenoic acid	Carotenoid biosynthesis
MTBLC8359	CHEBI:8359	pratensein	Isoflavonoid biosynthesis
MTBLC16160	CHEBI:16160	O-succinyl-L-homoserine	Cysteine and methionine metabolism; Sulfur metabolism; Metabolic pathways; Biosynthesis of secondary metabolites; Biosynthesis of amino acids
MTBLC16184	CHEBI:16184	7-O-acetylsalutaridinol	Isoquinoline alkaloid biosynthesis; Metabolic pathways; Biosynthesis of secondary metabolites
MTBLC16218	CHEBI:16218	beta-D-glucose 1-phosphate	Starch and sucrose metabolism
MTBLC16220	CHEBI:16220	coniferin	Phenylpropanoid biosynthesis
MTBLC16221	CHEBI:16221	sn-glycerol 1-phosphate	Glycerophospholipid metabolism
MTBLC16233	CHEBI:16233	(S)-cheilanthifoline	Isoquinoline alkaloid biosynthesis; Metabolic pathways; Biosynthesis of secondary metabolites
MTBLC16271	CHEBI:16271	2-exo-hydroxy-1,8-cineole	Monoterpenoid biosynthesis; Biosynthesis of secondary metabolites
MTBLC16282	CHEBI:16282	2-ureidoglycine	Purine metabolism; Microbial metabolism in diverse environments
MTBLC16291	CHEBI:16291	1-alkyl-2-acetyl-sn-glycerol	Ether lipid metabolism; Metabolic pathways
MTBLC16315	CHEBI:16315	morphinone	Isoquinoline alkaloid biosynthesis; Biosynthesis of secondary metabolites
MTBLC16346	CHEBI:16346	(S)-1-phenylethanol	Ethylbenzene degradation; Metabolic pathways; Microbial metabolism in diverse environments; Degradation of aromatic compounds
MTBLC16347	CHEBI:16347	(R)-carnitine	Bile secretion
MTBLC16353	CHEBI:16353	sinapine	Phenylpropanoid biosynthesis
MTBLC16364	CHEBI:16364	pyridine-2,5-diol	Nicotinate and nicotinamide metabolism; Microbial metabolism in diverse environments
MTBLC1637	CHEBI:1637	3-Oxododecanoyl-[acp]	Fatty acid biosynthesis; Metabolic pathways; Fatty acid metabolism
MTBLC16370	CHEBI:16370	dihydrophloroglucinol	Aminobenzoate degradation; Microbial metabolism in diverse environments
MTBLC16375	CHEBI:16375	D-cysteine	Cysteine and methionine metabolism
MTBLC16380	CHEBI:16380	vindoline	Indole alkaloid biosynthesis; Biosynthesis of alkaloids derived from shikimate pathway
MTBLC16394	CHEBI:16394	N-methylanthranilic acid	Acridone alkaloid biosynthesis; Biosynthesis of alkaloids derived from shikimate pathway; Biosynthesis of secondary metabolites
MTBLC16408	CHEBI:16408	vomilenine	Indole alkaloid biosynthesis; Biosynthesis of secondary metabolites
MTBLC16409	CHEBI:16409	5-pyridoxic acid	Vitamin B6 metabolism
MTBLC16415	CHEBI:16415	protopine	Isoquinoline alkaloid biosynthesis; Biosynthesis of alkaloids derived from shikimate pathway; Metabolic pathways; Biosynthesis of secondary metabolites
MTBLC16418	CHEBI:16418	(20S)-17,20-dihydroxypregn-4-en-3-one	Steroid hormone biosynthesis
MTBLC16423	CHEBI:16423	(9Z)-octadec-9-en-12-ynoic acid	Linoleic acid metabolism; Biosynthesis of plant secondary metabolites
MTBLC16425	CHEBI:16425	16-epivellosimine	Indole alkaloid biosynthesis; Biosynthesis of secondary metabolites
MTBLC16440	CHEBI:16440	N-methyl-L-glutamic acid	Methane metabolism; Microbial metabolism in diverse environments
MTBLC16446	CHEBI:16446	N-acetyl-alpha-D-glucosamine 1-phosphate	Amino sugar and nucleotide sugar metabolism; Metabolic pathways; Biosynthesis of antibiotics
MTBLC16457	CHEBI:16457	S,S-dimethyl-beta-propiothetin	Sulfur metabolism
MTBLC16463	CHEBI:16463	N-methylethanolamine phosphate	Glycerophospholipid metabolism
MTBLC16479	CHEBI:16479	streptomycin 6-phosphate	Streptomycin biosynthesis; Biosynthesis of antibiotics
MTBLC16482	CHEBI:16482	naphthalene	Naphthalene degradation; Metabolism of xenobiotics by cytochrome P450; Metabolic pathways; Microbial metabolism in diverse environments; Degradation of aromatic compounds; Naphthalene family
MTBLC16483	CHEBI:16483	isonocardicin A	Monobactam biosynthesis; Biosynthesis of antibiotics
MTBLC16505	CHEBI:16505	dihydrostreptomycin 6-phosphate	Streptomycin biosynthesis; Biosynthesis of antibiotics
MTBLC16514	CHEBI:16514	4',5,7-trihydroxy-3'-methoxyflavone	Flavone and flavonol biosynthesis
MTBLC16546	CHEBI:16546	1-O-sinapoyl-beta-D-glucose	Phenylpropanoid biosynthesis
MTBLC16552	CHEBI:16552	N-formyl-L-methionine	Cysteine and methionine metabolism
MTBLC16563	CHEBI:16563	tetrahydropalmatine	Isoquinoline alkaloid biosynthesis
MTBLC16582	CHEBI:16582	oxaluric acid	Purine metabolism; Microbial metabolism in diverse environments
MTBLC16587	CHEBI:16587	20-hydroxyecdysone	Insect hormone biosynthesis
MTBLC16592	CHEBI:16592	(S)-canadine	Isoquinoline alkaloid biosynthesis; Biosynthesis of secondary metabolites
MTBLC16593	CHEBI:16593	L-xylulose 5-phosphate	Pentose and glucuronate interconversions; Ascorbate and aldarate metabolism; Metabolic pathways; Microbial metabolism in diverse environments
MTBLC16596	CHEBI:16596	cyanidin 3-O-rutinoside 5-O-beta-D-glucoside	Anthocyanin biosynthesis
MTBLC16598	CHEBI:16598	DDE	DDT degradation; Metabolic pathways; Microbial metabolism in diverse environments
MTBLC166	CHEBI:166	(+)-isodihydrocarvone	Limonene and pinene degradation
MTBLC16600	CHEBI:16600	mesaconic acid	Glyoxylate and dicarboxylate metabolism; C5-Branched dibasic acid metabolism; Metabolic pathways; Carbon metabolism
MTBLC16602	CHEBI:16602	trichloroethene	Chloroalkane and chloroalkene degradation; Metabolism of xenobiotics by cytochrome P450; Metabolic pathways; Microbial metabolism in diverse environments; Chemical carcinogenesis
MTBLC16603	CHEBI:16603	DIMBOA glucoside	Benzoxazinoid biosynthesis
MTBLC16608	CHEBI:16608	5alpha-cholest-8-en-3beta-ol	Steroid biosynthesis; Metabolic pathways
MTBLC16613	CHEBI:16613	glutathionylspermidine	Glutathione metabolism; Metabolic pathways
MTBLC16619	CHEBI:16619	(2-trans,6-trans)-farnesol	Terpenoid backbone biosynthesis; Sesquiterpenoid and triterpenoid biosynthesis; Biosynthesis of secondary metabolites; Biosynthesis of antibiotics
MTBLC16631	CHEBI:16631	vitexin 2''-O-beta-D-glucoside	Flavone and flavonol biosynthesis
MTBLC16653	CHEBI:16653	cycloeucalenol	Steroid biosynthesis; Metabolic pathways; Biosynthesis of secondary metabolites
MTBLC16684	CHEBI:16684	atropine	Tropane, piperidine and pyridine alkaloid biosynthesis; Biosynthesis of secondary metabolites
MTBLC16688	CHEBI:16688	ecdysone	Insect hormone biosynthesis; Apoptosis - fly
MTBLC16693	CHEBI:16693	ADP-D-glycero-D-manno-heptose	Lipopolysaccharide biosynthesis; Metabolic pathways
MTBLC16710	CHEBI:16710	D-ribulose 1,5-bisphosphate	Glyoxylate and dicarboxylate metabolism; Carbon fixation in photosynthetic organisms; Metabolic pathways; Biosynthesis of secondary metabolites; Microbial metabolism in diverse environments; Biosynthesis of antibiotics; Carbon metabolism
MTBLC16712	CHEBI:16712	(S)-3-sulfolactic acid	Cysteine and methionine metabolism
MTBLC16718	CHEBI:16718	(S)-reticuline	Isoquinoline alkaloid biosynthesis; Biosynthesis of alkaloids derived from shikimate pathway; Metabolic pathways; Biosynthesis of secondary metabolites
MTBLC16731	CHEBI:16731	cinnamaldehyde	Phenylpropanoid biosynthesis; Biosynthesis of plant secondary metabolites; Metabolic pathways; Biosynthesis of secondary metabolites; Inflammatory mediator regulation of TRP channels
MTBLC16741	CHEBI:16741	4-(beta-D-glucosyloxy)benzoic acid	Ubiquinone and other terpenoid-quinone biosynthesis
MTBLC16747	CHEBI:16747	4-methylene-L-glutamine	C5-Branched dibasic acid metabolism
MTBLC16760	CHEBI:16760	phenanthrene-3,4-diol	Polycyclic aromatic hydrocarbon degradation; Metabolic pathways; Microbial metabolism in diverse environments; Degradation of aromatic compounds
MTBLC16774	CHEBI:16774	(2-cis,6-trans)-farnesol	Sesquiterpenoid and triterpenoid biosynthesis; Biosynthesis of secondary metabolites
MTBLC16776	CHEBI:16776	tabersonine	Indole alkaloid biosynthesis; Biosynthesis of alkaloids derived from shikimate pathway; Metabolic pathways; Biosynthesis of secondary metabolites
MTBLC16777	CHEBI:16777	berbamunine	Isoquinoline alkaloid biosynthesis
MTBLC16778	CHEBI:16778	apigenin 7-O-beta-D-glucoside	Flavone and flavonol biosynthesis
MTBLC16791	CHEBI:16791	vinorine	Indole alkaloid biosynthesis; Biosynthesis of secondary metabolites
MTBLC16794	CHEBI:16794	scopolamine	Tropane, piperidine and pyridine alkaloid biosynthesis; Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid; Metabolic pathways; Biosynthesis of secondary metabolites
MTBLC168	CHEBI:168	(-)-dihydrocarvone	Limonene and pinene degradation
MTBLC16821	CHEBI:16821	4-oxo-L-proline	Arginine and proline metabolism
MTBLC16829	CHEBI:16829	polyneuridine aldehyde	Indole alkaloid biosynthesis; Biosynthesis of secondary metabolites
MTBLC16835	CHEBI:16835	3-hexaprenyl-4-hydroxy-5-methoxybenzoic acid	Ubiquinone and other terpenoid-quinone biosynthesis; Biosynthesis of secondary metabolites
MTBLC16840	CHEBI:16840	4-CDP-2-C-methyl-D-erythritol 2-phosphate	Terpenoid backbone biosynthesis; Metabolic pathways; Biosynthesis of secondary metabolites; Biosynthesis of antibiotics
MTBLC16855	CHEBI:16855	D-lysine	Lysine degradation
MTBLC16867	CHEBI:16867	D-methionine	ABC transporters
MTBLC16869	CHEBI:16869	oleandomycin	Biosynthesis of 12-, 14- and 16-membered macrolides; Type I polyketide structures; Biosynthesis of antibiotics; ABC transporters
MTBLC16889	CHEBI:16889	trans-3-hydroxy-L-proline	Arginine and proline metabolism
MTBLC16892	CHEBI:16892	4-amino-5-hydroxymethyl-2-methylpyrimidine	Thiamine metabolism; Metabolic pathways; ABC transporters
MTBLC16894	CHEBI:16894	3-sulfopyruvic acid	Cysteine and methionine metabolism; Methane metabolism; Microbial metabolism in diverse environments
MTBLC16904	CHEBI:16904	fluoren-9-ol	Polycyclic aromatic hydrocarbon degradation; Metabolic pathways; Microbial metabolism in diverse environments
MTBLC16924	CHEBI:16924	5-oxo-D-proline	D-Glutamine and D-glutamate metabolism
MTBLC16926	CHEBI:16926	2,5-diaminohexanoic acid	Lysine degradation
MTBLC16931	CHEBI:16931	trans-cyclohexane-1,2-diol	Caprolactam degradation; Microbial metabolism in diverse environments
MTBLC16934	CHEBI:16934	3-cyano-L-alanine	Cyanoamino acid metabolism; Metabolic pathways; Biosynthesis of secondary metabolites
MTBLC16935	CHEBI:16935	L-rhamnofuranose	Fructose and mannose metabolism; Microbial metabolism in diverse environments
MTBLC16939	CHEBI:16939	3-amino-3-(4-hydroxyphenyl)propanoic acid	Tyrosine metabolism
MTBLC16954	CHEBI:16954	vitexin	Flavonoid biosynthesis; Flavone and flavonol biosynthesis
MTBLC16957	CHEBI:16957	deacetoxyvindoline	Indole alkaloid biosynthesis
MTBLC16971	CHEBI:16971	benzene-1,2,4-triol	Chlorocyclohexane and chlorobenzene degradation; Benzoate degradation; Aminobenzoate degradation; Metabolic pathways; Microbial metabolism in diverse environments
MTBLC16976	CHEBI:16976	hygromycin B	Biosynthesis of antibiotics
MTBLC16980	CHEBI:16980	geranial	Geraniol degradation; Biosynthesis of terpenoids and steroids; Biosynthesis of secondary metabolites; Biosynthesis of antibiotics
MTBLC16998	CHEBI:16998	D-phenylalanine	Phenylalanine metabolism; Taste transduction
MTBLC17016	CHEBI:17016	L-methionine S-oxide	Cysteine and methionine metabolism
MTBLC17029	CHEBI:17029	chitin	Amino sugar and nucleotide sugar metabolism; Metabolic pathways
MTBLC17030	CHEBI:17030	cycloartenol	Steroid biosynthesis; Biosynthesis of plant secondary metabolites; Biosynthesis of terpenoids and steroids; Biosynthesis of plant hormones; Metabolic pathways; Biosynthesis of secondary metabolites
MTBLC17031	CHEBI:17031	chelirubine	Isoquinoline alkaloid biosynthesis
MTBLC17032	CHEBI:17032	2-dehydro-3-deoxy-D-gluconic acid	Pentose phosphate pathway; Pentose and glucuronate interconversions; Metabolic pathways; Microbial metabolism in diverse environments; Carbon metabolism
MTBLC17037	CHEBI:17037	geissoschizine	Indole alkaloid biosynthesis; Biosynthesis of secondary metabolites
MTBLC17041	CHEBI:17041	(S)-N-methylcoclaurine	Isoquinoline alkaloid biosynthesis; Biosynthesis of alkaloids derived from shikimate pathway; Metabolic pathways; Biosynthesis of secondary metabolites
MTBLC17057	CHEBI:17057	cellobiose	Starch and sucrose metabolism; Metabolic pathways; ABC transporters; Phosphotransferase system (PTS)
MTBLC17068	CHEBI:17068	3-hydroxy-3-(4-hydroxy-3-methoxyphenyl)propanoyl-CoA	Phenylalanine metabolism; Metabolic pathways; Biosynthesis of secondary metabolites
MTBLC17079	CHEBI:17079	(S)-3'-hydroxy-N-methylcoclaurine	Isoquinoline alkaloid biosynthesis; Biosynthesis of alkaloids derived from shikimate pathway; Metabolic pathways; Biosynthesis of secondary metabolites
MTBLC17083	CHEBI:17083	2-amino-6-(hydroxymethyl)-7,8-dihydropteridin-4-ol	Folate biosynthesis; Metabolic pathways
MTBLC17093	CHEBI:17093	acetyl-[acyl-carrier protein]	Fatty acid biosynthesis; Metabolic pathways; Fatty acid metabolism
MTBLC17096	CHEBI:17096	strictosidine aglycone	Indole alkaloid biosynthesis; Metabolic pathways; Biosynthesis of secondary metabolites
MTBLC17101	CHEBI:17101	macarpine	Isoquinoline alkaloid biosynthesis; Biosynthesis of alkaloids derived from shikimate pathway; Metabolic pathways; Biosynthesis of secondary metabolites
MTBLC17104	CHEBI:17104	6-hydroxyprotopine	Isoquinoline alkaloid biosynthesis; Metabolic pathways; Biosynthesis of secondary metabolites
MTBLC17113	CHEBI:17113	erythritol	ABC transporters
MTBLC1712	CHEBI:1712	3alpha-hydroxy-5beta-pregnan-20-one	Steroid hormone biosynthesis; Metabolic pathways
MTBLC17123	CHEBI:17123	2-aminoacrylic acid	Cysteine and methionine metabolism
MTBLC17127	CHEBI:17127	glucotropeolin	Glucosinolate biosynthesis; Biosynthesis of secondary metabolites; 2-Oxocarboxylic acid metabolism
MTBLC17129	CHEBI:17129	(S)-scoulerine	Isoquinoline alkaloid biosynthesis; Biosynthesis of alkaloids derived from shikimate pathway; Metabolic pathways; Biosynthesis of secondary metabolites
MTBLC17137	CHEBI:17137	hydrogensulfite	Cysteine and methionine metabolism
MTBLC17146	CHEBI:17146	anhydrotetracycline	Tetracycline biosynthesis; Biosynthesis of type II polyketide products; Biosynthesis of antibiotics
MTBLC17166	CHEBI:17166	N-methylputrescine	Tropane, piperidine and pyridine alkaloid biosynthesis; Metabolic pathways; Biosynthesis of secondary metabolites
MTBLC17177	CHEBI:17177	cinnamyl alcohol	Biosynthesis of plant secondary metabolites; Biosynthesis of secondary metabolites
MTBLC17183	CHEBI:17183	sanguinarine	Isoquinoline alkaloid biosynthesis
MTBLC17209	CHEBI:17209	dihydrosanguinarine	Isoquinoline alkaloid biosynthesis; Metabolic pathways; Biosynthesis of secondary metabolites
MTBLC17213	CHEBI:17213	D-lysopine	Lysine degradation
MTBLC17225	CHEBI:17225	salutaridine	Isoquinoline alkaloid biosynthesis; Metabolic pathways; Biosynthesis of secondary metabolites
MTBLC17231	CHEBI:17231	m-cresol	Toluene degradation; Microbial metabolism in diverse environments; Degradation of aromatic compounds
MTBLC17248	CHEBI:17248	6-lactoyl-5,6,7,8-tetrahydropterin	Folate biosynthesis; Metabolic pathways
MTBLC17254	CHEBI:17254	4-methylcatechol	Xylene degradation; Toluene degradation; Naphthalene degradation; Metabolic pathways; Microbial metabolism in diverse environments; Degradation of aromatic compounds
MTBLC17279	CHEBI:17279	N-succinyl-LL-2,6-diaminopimelic acid	Lysine biosynthesis; Metabolic pathways; Microbial metabolism in diverse environments; Biosynthesis of amino acids
MTBLC17285	CHEBI:17285	L-cysteic acid	Cysteine and methionine metabolism; Taurine and hypotaurine metabolism; Metabolic pathways; Neuroactive ligand-receptor interaction
MTBLC17286	CHEBI:17286	deacetylisoipecoside	Isoquinoline alkaloid biosynthesis; Biosynthesis of alkaloids derived from shikimate pathway; Metabolic pathways; Biosynthesis of secondary metabolites
MTBLC17294	CHEBI:17294	4,21-dehydrogeissoschizine	Indole alkaloid biosynthesis; Biosynthesis of alkaloids derived from shikimate pathway; Metabolic pathways; Biosynthesis of secondary metabolites
MTBLC17323	CHEBI:17323	trans-pinosylvin	Stilbenoid, diarylheptanoid and gingerol biosynthesis; Biosynthesis of secondary metabolites
MTBLC19812	CHEBI:19812	24-methylenecholesterol	Steroid biosynthesis; Metabolic pathways; Biosynthesis of secondary metabolites
MTBLC19891	CHEBI:19891	3,4-dihydroxyphenylpyruvic acid	Tyrosine metabolism
MTBLC19896	CHEBI:19896	3,5-dibromo-4-hydroxybenzamide	Fluorobenzoate degradation; Microbial metabolism in diverse environments
MTBLC20	CHEBI:20	(+)-camphene	Biosynthesis of terpenoids and steroids
MTBLC20106	CHEBI:20106	vanillylmandelic acid	Tyrosine metabolism; Metabolic pathways
MTBLC20141	CHEBI:20141	3-methylsalicylic acid	Naphthalene degradation; Microbial metabolism in diverse environments; Degradation of aromatic compounds
MTBLC2024	CHEBI:2024	5-acetamidopentanoic acid	Lysine degradation
MTBLC20302	CHEBI:20302	4-acetamido-2-amino-6-nitrotoluene	Nitrotoluene degradation; Microbial metabolism in diverse environments
MTBLC20307	CHEBI:20307	4-amino-2-hydroxylamino-6-nitrotoluene	Nitrotoluene degradation; Microbial metabolism in diverse environments
MTBLC20384	CHEBI:20384	4-hydroxy-4-methylglutamic acid	C5-Branched dibasic acid metabolism
MTBLC20408	CHEBI:20408	4-hydroxylamino-2,6-dinitrotoluene	Nitrotoluene degradation; Microbial metabolism in diverse environments
MTBLC20415	CHEBI:20415	4-hydroxymethylsalicylic acid	Naphthalene degradation; Microbial metabolism in diverse environments
MTBLC20440	CHEBI:20440	4-methyl-L-glutamic acid	C5-Branched dibasic acid metabolism
MTBLC20450	CHEBI:20450	4-methylsalicylic acid	Naphthalene degradation; Microbial metabolism in diverse environments
MTBLC20717	CHEBI:20717	6-deoxotyphasterol	Brassinosteroid biosynthesis; Metabolic pathways; Biosynthesis of secondary metabolites
MTBLC2106	CHEBI:2106	5-[(E)-caffeoyl]shikimic acid	Phenylpropanoid biosynthesis; Flavonoid biosynthesis; Stilbenoid, diarylheptanoid and gingerol biosynthesis; Metabolic pathways; Biosynthesis of secondary metabolites
MTBLC212	CHEBI:212	(3S)-3-isopropenyl-6-oxoheptanoyl-CoA	Limonene and pinene degradation
MTBLC21264	CHEBI:21264	L-cysteine glutathione disulfide	Cysteine and methionine metabolism
MTBLC21285	CHEBI:21285	erythro-4-hydroxy-L-glutamic acid	Arginine and proline metabolism; Metabolic pathways
MTBLC21695	CHEBI:21695	N-cyclopropylammelide	Atrazine degradation; Microbial metabolism in diverse environments
MTBLC222828	CHEBI:222828	monoethylglycinexylidide	Drug metabolism - cytochrome P450
MTBLC2260	CHEBI:2260	7-deoxyloganic acid	Monoterpenoid biosynthesis; Biosynthesis of secondary metabolites
MTBLC227	CHEBI:227	(-)-cis-carveol	Limonene and pinene degradation
MTBLC2295	CHEBI:2295	7alpha -hydroxytestosterone	Steroid hormone biosynthesis
MTBLC232	CHEBI:232	(+)-cis-carveol	Limonene and pinene degradation
MTBLC2323	CHEBI:2323	4-hydroxy-8-methoxyquinaldic acid	Tryptophan metabolism
MTBLC23292	CHEBI:23292	cis-3-hexenal	alpha-Linolenic acid metabolism; Biosynthesis of secondary metabolites
MTBLC2365	CHEBI:2365	(+)-abscisic acid	Carotenoid biosynthesis; Biosynthesis of plant secondary metabolites; Biosynthesis of terpenoids and steroids; Biosynthesis of plant hormones; Metabolic pathways; Biosynthesis of secondary metabolites; Plant hormone signal transduction
MTBLC23757	CHEBI:23757	dihydrophaseic acid	Carotenoid biosynthesis
MTBLC23858	CHEBI:23858	behenate	Cutin, suberine and wax biosynthesis; Biosynthesis of unsaturated fatty acids
MTBLC24109	CHEBI:24109	fructosyllysine	Phosphotransferase system (PTS)
MTBLC2422	CHEBI:2422	acetohydrazide	Drug metabolism - other enzymes
MTBLC2437	CHEBI:2437	acronycine	Acridone alkaloid biosynthesis; Biosynthesis of alkaloids derived from shikimate pathway; Biosynthesis of secondary metabolites
MTBLC2443	CHEBI:2443	actinidine	Biosynthesis of alkaloids derived from terpenoid and polyketide; Biosynthesis of secondary metabolites
MTBLC2448	CHEBI:2448	actinorhodin	Biosynthesis of type II polyketide products; Biosynthesis of antibiotics
MTBLC2479	CHEBI:2479	adenosylcobinamide guanosyl diphosphate	Porphyrin and chlorophyll metabolism; Metabolic pathways
MTBLC2480	CHEBI:2480	adenosylcobinamide	Porphyrin and chlorophyll metabolism; Metabolic pathways
MTBLC2481	CHEBI:2481	adenosylcobinamide phosphate	Porphyrin and chlorophyll metabolism; Metabolic pathways
MTBLC2482	CHEBI:2482	adenosylcob(III)yrinic acid a,c-diamide	Porphyrin and chlorophyll metabolism; Metabolic pathways
MTBLC2485	CHEBI:2485	adenylyl selenate	Selenocompound metabolism
MTBLC2524	CHEBI:2524	Ajmalicine	Indole alkaloid biosynthesis; Biosynthesis of alkaloids derived from shikimate pathway; Metabolic pathways; Biosynthesis of secondary metabolites
MTBLC2536	CHEBI:2536	alangimarckine	Isoquinoline alkaloid biosynthesis
MTBLC2538	CHEBI:2538	alangiside	Isoquinoline alkaloid biosynthesis
MTBLC25618	CHEBI:25618	2-hydroxylaminobenzoic acid	Aminobenzoate degradation; Microbial metabolism in diverse environments
MTBLC25629	CHEBI:25629	stearate	Fatty acid biosynthesis; Biosynthesis of unsaturated fatty acids; Biosynthesis of plant secondary metabolites; Phototransduction - fly
MTBLC26137	CHEBI:26137	pinocarveol	Limonene and pinene degradation
MTBLC2621	CHEBI:2621	amaranthin	Betalain biosynthesis
MTBLC26634	CHEBI:26634	selenodiglutathione	Selenocompound metabolism
MTBLC2682	CHEBI:2682	amphotericin B	Type I polyketide structures
MTBLC2710	CHEBI:2710	androst-5-ene-3beta,17beta-diol	Steroid hormone biosynthesis; Ovarian steroidogenesis
MTBLC27173	CHEBI:27173	typhasterol	Brassinosteroid biosynthesis; Metabolic pathways; Biosynthesis of secondary metabolites
